Fold,Best_Individual,Interval_Sum,Cutpoints_From_Individual,Cutpoints,Selected_F1_CISLoss,Selected_F2_ClsLoss,Selected_F3_Complexity,Pareto_Front_Size,Selected_MAX_LEVELS,Generations_Used,Selection_Rule,Discretizer_Main,L_Min,SVM_Test_Accuracy,SVM_Test_AUC,SVM_Test_F1_weighted,SVM_Best_Params,CART_Test_Accuracy,CART_Test_AUC,CART_Test_F1_weighted,CART_Best_Params
1,"[8, 8, 9, 5, 1, 7, 5, 6, 4, 3, 14, 11, 1, 1, 1, 1, 3, 3, 1, 3, 3, 11, 3, 13, 8, 4, 1, 10, 4, 3, 4, 2, 9, 15, 3, 9, 1, 4, 11, 12, 2, 7, 1, 3, 3, 1, 4, 4, 13, 2, 11, 1, 1, 2, 4, 2, 3, 1, 6, 7, 3, 4, 1, 1, 1, 5, 15, 13, 1, 10, 3, 14, 7, 1, 13, 4, 9, 3, 3, 2, 7, 4, 1, 1, 7, 2, 9, 3, 12, 1, 3, 4, 3, 1, 15, 1, 13, 2, 1, 7, 3, 1, 1, 1, 5, 13, 1, 8, 10, 2, 2, 13, 2, 1, 1, 3, 4, 2, 4, 6, 5, 2, 13, 4, 1, 13, 8, 1, 4, 2, 9, 1, 9, 1, 7, 3, 6, 13, 11, 3, 3, 3, 4, 4, 1, 1, 2, 4, 2, 1, 2, 15, 4, 3, 4, 2, 2, 10, 6, 1, 8, 12, 4, 2, 2, 1, 4, 9, 1, 2, 3, 1, 2, 1, 4, 2, 1, 1, 3, 1, 6, 7, 3, 2, 4, 4, 5, 1, 11, 2, 6, 1, 3, 2, 4, 4, 4, 2, 4, 13, 3, 13, 1, 1, 4, 2, 2, 4, 7, 3, 6, 2, 1, 5, 1, 10, 9, 15, 4, 2, 4, 1, 15, 1, 2, 4, 5, 14, 2, 2, 6, 2, 10, 12, 4, 2, 4, 10, 3, 1, 3, 1, 6, 7, 2, 1, 8, 9, 4, 5, 11, 4, 1, 3, 8, 7, 3, 7, 2, 3, 3, 15, 2, 2, 11, 9, 15, 2, 4, 9, 4, 3, 14, 11, 1, 1, 6, 8, 7, 9, 2, 8, 11, 2, 1, 1, 5, 6, 2, 3, 2, 4, 1, 1, 3, 3, 3, 3, 3, 4, 2, 4, 4, 6, 11, 1, 2, 3, 1, 2, 10, 4, 5, 2, 3, 3, 2, 10, 2, 5, 4, 4, 13, 1, 14, 4, 2, 15, 1, 3, 4, 14, 4, 3, 15, 4, 11, 3, 1, 12, 5, 1, 4, 1, 3, 1, 1, 13, 2, 9, 8, 4, 2, 12, 11, 4, 3, 2, 1, 3, 3, 4, 12, 3, 4, 2, 4, 5, 9, 6, 1, 1, 6, 2, 3, 12, 6, 4, 4, 15, 14, 8, 4, 3, 2, 2, 1, 4, 3, 8, 8, 3, 4, 15, 12, 1, 2, 12, 1, 13, 3, 14, 3, 2, 4, 1, 6, 2, 15, 2, 4, 1, 1, 15, 4, 2, 4, 15, 3, 4, 1, 2, 3, 13, 1, 4, 2, 2, 2, 3, 1, 1, 2, 4, 4, 1, 4, 10, 4, 11, 4, 1, 3, 2, 15, 1, 4, 14, 3, 7, 6, 12, 1, 4, 5, 1, 4, 2, 4, 14, 5, 1, 4, 2, 2, 7, 4, 1, 1, 2, 7, 1, 7, 2, 5, 1, 15, 11, 13, 2, 6, 11, 1, 1, 3, 8, 4, 1, 3, 1, 1, 2, 12, 9, 2, 3, 1, 3, 2, 5, 2, 7, 4, 3, 3, 4, 9, 1, 2, 6, 1, 2, 4, 15, 4, 5, 13, 2, 2, 5, 1, 4, 2, 4, 1, 9, 4, 2, 3, 10, 8, 2, 1, 3, 7, 2, 2, 14, 3, 1, 1, 1, 1, 11, 9, 3, 1, 4, 1, 2, 2, 4, 1, 13, 3, 3, 15, 1, 4, 3, 1, 1, 1, 1, 1, 8, 1, 1, 1, 2, 2, 4, 4, 1, 3, 13, 4, 3, 3, 4, 1, 4, 3, 2, 1, 4, 4, 5, 2, 1, 1, 1, 1, 4, 2, 1, 3, 3, 1, 2, 1, 2, 2, 4, 3, 1, 6, 11, 2, 3, 2, 5, 3, 3, 2, 1, 2, 1, 3, 4, 3, 1, 3, 1, 12, 5, 4, 3, 1, 4, 1, 4, 3, 3, 1, 11, 2, 4, 1, 3, 2, 4, 2, 3, 2, 4, 2, 12, 2, 4, 9, 4, 1, 4, 2, 2, 4, 2, 2, 1, 1, 15, 3, 3, 1, 4, 4, 4, 1, 3, 2, 4, 1, 1, 2, 12, 3, 10, 2, 7, 2, 2, 1, 2, 13, 2, 4, 2, 2, 1, 3, 13, 2, 1, 1, 2, 2, 3, 3, 3, 2, 3, 1, 4, 4, 4, 1, 4, 11, 2, 4, 4, 3, 1, 3, 1, 3, 2, 1, 4, 1, 1, 3, 1, 3, 5, 7, 1, 7, 3, 11, 1, 15, 4, 1, 3, 3, 1, 1, 3, 1, 1, 4, 1, 4, 2, 1, 1, 1, 15, 1, 2, 1, 4, 7, 14, 4, 7, 14, 1, 4, 1, 3, 2, 2, 2, 2, 6, 1, 4, 4, 2, 1, 3, 10, 3, 2, 4, 5, 8, 1, 2, 3, 2, 3, 4, 4, 15, 2, 1, 4, 3, 4, 1, 2, 3, 8, 2, 3, 12, 2, 4, 6, 2, 1, 1, 12, 2, 2, 1, 1, 4, 3, 4, 1, 3, 2, 2, 3, 1, 14, 11, 3, 4, 10, 2, 1, 1, 3, 3, 1, 11, 1, 2, 4, 3, 2, 1, 3, 2, 3, 2, 14, 4, 4, 5, 14, 4, 4, 3, 4, 3, 3, 1, 3, 1, 2, 2, 3, 7, 15, 12, 3, 11, 7, 11, 14, 2, 6, 3, 3, 8, 11, 2, 11, 2, 5, 4, 5, 13, 1, 8, 4, 8, 14, 9, 5, 10, 14, 1, 14, 9, 8, 10, 1, 13, 1, 11, 5, 8, 11, 10, 11, 9, 3, 15, 9, 9, 11, 2, 1, 5, 9, 3, 1, 2, 5, 5, 1, 3, 10, 7, 11, 8, 7, 2, 13, 14, 1, 15, 2, 11, 10, 10, 14, 5, 2, 9, 7, 9, 6, 5, 15, 11, 15, 5, 3, 8, 14, 2, 7, 1, 6, 7, 11, 6, 2, 3, 2, 2, 4, 13, 8, 13, 3, 1, 10, 15, 1, 14, 3, 2, 10, 6, 8, 3, 8, 14, 3, 5, 13, 2, 13, 2, 4, 3, 6, 12, 12, 9, 6, 4, 3, 14, 8, 9, 13, 11, 8, 4, 14, 15, 11, 15, 3, 10, 2, 1, 14, 10, 12, 11, 5, 13, 12, 13, 1, 7, 15, 12, 2, 1, 7, 3, 4, 7, 11, 15, 2, 13, 1, 8, 1, 7, 15, 5, 12, 1, 13, 10, 1, 6, 14, 15, 9, 2, 14, 14, 7, 8, 14, 8, 7, 12, 3, 8, 9, 3, 14, 11, 7, 9, 3, 9, 3, 7, 7, 8, 10, 15, 1, 13, 3, 12, 15, 10, 13, 9, 13, 5, 8, 9, 5, 6, 6, 3, 8, 2, 11, 8, 11, 14, 3, 9, 15, 10, 12, 1, 12, 10, 12, 9, 4, 10, 4, 2, 8, 6, 5, 2, 8, 15, 4, 8, 1, 8, 7, 11, 10, 15, 7, 13, 15, 5, 10, 1, 11, 9, 9, 1, 15, 12, 1, 15, 8, 4, 5, 9, 9, 3, 3, 13, 12, 13, 14, 15, 11, 9, 5, 10, 15, 1, 9, 15, 1, 9, 12, 12, 1, 14, 2, 7, 8, 9, 12, 5, 12, 9, 1, 2, 12, 13, 8, 2, 5, 9, 4, 3, 10, 13, 7, 8, 12, 2, 9, 13, 14, 6, 11, 9, 6, 5, 13, 10, 1, 14, 14, 9, 13, 15, 1, 14, 15, 15, 11, 10, 6, 10, 14, 4, 1, 13, 6, 3, 8, 9, 10, 6, 11, 12, 1, 1, 8, 4, 9, 14, 11, 5, 2, 10, 1, 1, 7, 11, 6, 5, 7, 7, 14, 7, 3, 7, 14, 1, 9, 11, 13, 13, 2, 5, 11, 12, 1, 12, 11, 13, 9, 11, 13, 11, 11, 2, 15, 2, 13, 4, 14, 15, 12, 3, 14, 8, 10, 1, 10, 12, 6, 13, 3, 6, 9, 13, 15, 4, 6, 1, 10, 6, 8, 2, 1, 14, 15, 8, 8, 9, 15, 1, 4, 13, 5, 1, 8, 5, 13, 3, 13, 13, 7, 3, 10, 5, 9, 3, 4, 13, 7, 14, 8, 8, 14, 1, 3, 6, 5, 6, 13, 3, 11, 10, 11, 3, 9, 2, 3, 14, 4, 6, 12, 6, 8, 4, 13, 4, 2, 7, 13, 5, 9, 6, 1, 7, 15, 11, 9, 2, 14, 7, 4, 11, 10, 7, 8, 15, 6, 7, 14, 9, 9, 8, 2, 15, 14, 5, 2, 11, 1, 13, 11, 14, 8, 2, 13, 8, 3, 3, 4, 9, 7, 12, 12, 13, 7, 12, 8, 8, 14, 8, 10, 11, 2, 14, 9, 5, 13, 7, 3, 10, 9, 8, 9, 5, 2, 9, 10, 12, 14, 10, 10, 14, 13, 7, 15, 3, 14, 9, 1, 1, 14, 2, 4, 1, 2, 6, 13, 9, 6, 5, 5, 14, 12, 7, 13, 6, 7, 8, 3, 9, 11, 14, 15, 13, 5, 11, 13, 14, 10, 6, 8, 11, 4, 13, 10, 2, 6, 3, 1, 15, 10, 4, 9, 5, 14, 9, 5, 6, 1, 6, 8, 14, 4, 9, 6, 7, 1, 7, 6, 7, 2, 4, 10, 15, 9, 14, 12, 3, 7, 4, 4, 13, 9, 5, 2, 4, 7, 8, 12, 15, 6, 14, 12, 8, 15, 5, 3, 7, 4, 7, 10, 10, 6, 14, 9, 11, 14, 2, 6, 6, 9, 1, 3, 1, 7, 14, 12, 2, 7, 14, 4, 2, 4, 15, 2, 14, 2, 15, 2, 2, 2, 8, 15, 14, 1, 12, 4, 6, 2, 14, 3, 1, 2, 3, 11, 3, 6, 7, 14, 8, 4, 11, 4, 5, 2, 2, 15, 4, 2, 5, 4, 2, 6, 1, 3, 7, 1, 3, 4, 14, 4, 3, 10, 8, 4, 2, 2, 4, 6, 1, 9, 3, 3, 3, 4, 4, 9, 8, 1, 7, 6, 7, 3, 6, 6, 1, 2, 6, 10, 15, 8, 3, 11, 1, 12, 4, 12, 2, 1, 2, 4, 4, 9, 8, 2, 4, 14, 13, 10, 4, 2, 9, 2, 9, 3, 14, 10, 4, 6, 4, 3, 11, 7, 4, 2, 11, 3, 7, 12, 3, 1, 1, 6, 1, 1, 10, 10, 6, 6, 1, 2, 10, 4, 4, 1, 9, 3, 7, 10, 14, 3, 1]",9998,8318,8318,0.9868249664978729,0.27450980392156854,8318.0,210,15,300,paper,LM_v3,1,0.532258064516129,0.609375,0.5318929263931909,"{'kernel': 'linear', 'C': 0.1}",0.5806451612903226,0.6421875,0.5780159773485691,"{'max_depth': 3, 'min_samples_split': 2}"
2,"[1, 12, 15, 4, 1, 5, 5, 9, 8, 4, 11, 3, 12, 5, 14, 8, 6, 5, 8, 15, 9, 9, 3, 3, 2, 1, 15, 3, 14, 8, 8, 1, 9, 1, 8, 6, 5, 6, 9, 11, 12, 7, 4, 2, 2, 6, 4, 13, 15, 13, 8, 15, 8, 3, 7, 13, 8, 4, 2, 7, 2, 12, 7, 14, 5, 10, 7, 8, 1, 7, 15, 1, 8, 10, 14, 12, 6, 1, 4, 2, 7, 3, 3, 2, 5, 12, 9, 4, 3, 4, 11, 13, 4, 1, 8, 9, 3, 15, 1, 3, 13, 10, 15, 9, 8, 6, 8, 7, 3, 6, 13, 6, 5, 11, 1, 10, 14, 9, 6, 4, 5, 5, 1, 9, 11, 6, 5, 9, 11, 10, 11, 8, 8, 6, 7, 8, 12, 4, 4, 13, 1, 10, 10, 13, 15, 9, 13, 6, 8, 3, 5, 12, 14, 14, 7, 13, 9, 7, 1, 14, 3, 1, 15, 13, 4, 4, 6, 14, 6, 7, 5, 10, 7, 12, 9, 7, 3, 3, 14, 8, 8, 11, 7, 3, 3, 3, 15, 4, 11, 15, 7, 5, 11, 3, 13, 3, 14, 13, 4, 12, 9, 8, 11, 6, 10, 10, 14, 3, 8, 3, 10, 8, 6, 11, 10, 7, 9, 6, 7, 13, 4, 11, 15, 3, 5, 5, 2, 2, 13, 3, 6, 2, 6, 12, 11, 14, 12, 11, 9, 4, 11, 4, 5, 3, 2, 4, 9, 7, 9, 2, 14, 1, 4, 2, 3, 3, 1, 4, 4, 4, 4, 2, 2, 4, 2, 2, 4, 2, 2, 4, 4, 1, 1, 3, 4, 3, 1, 2, 3, 1, 1, 4, 3, 1, 1, 4, 1, 2, 3, 4, 4, 2, 3, 2, 2, 2, 2, 1, 1, 1, 4, 2, 2, 3, 4, 4, 3, 1, 1, 1, 4, 1, 2, 3, 1, 1, 10, 4, 15, 3, 3, 10, 15, 15, 8, 7, 14, 14, 12, 6, 12, 7, 5, 8, 8, 7, 8, 2, 8, 1, 12, 14, 6, 2, 1, 15, 6, 15, 8, 9, 4, 11, 1, 9, 5, 4, 13, 6, 15, 4, 14, 13, 5, 11, 1, 6, 7, 12, 7, 12, 2, 11, 2, 3, 1, 1, 3, 4, 3, 7, 15, 4, 8, 11, 14, 4, 15, 9, 3, 15, 11, 15, 8, 3, 8, 14, 10, 7, 13, 6, 7, 11, 14, 7, 4, 10, 10, 3, 15, 9, 1, 6, 7, 9, 9, 8, 6, 2, 10, 10, 8, 7, 12, 4, 2, 3, 8, 7, 14, 11, 11, 4, 10, 8, 10, 4, 2, 2, 15, 14, 7, 7, 9, 3, 12, 11, 6, 2, 1, 4, 6, 6, 2, 11, 2, 10, 14, 4, 8, 1, 11, 13, 14, 8, 2, 8, 11, 12, 4, 1, 1, 3, 12, 9, 4, 8, 5, 3, 10, 14, 11, 11, 1, 10, 7, 2, 14, 5, 2, 10, 15, 8, 15, 12, 14, 4, 6, 13, 8, 8, 4, 8, 13, 15, 12, 10, 6, 12, 14, 14, 14, 12, 12, 3, 5, 14, 11, 13, 3, 9, 4, 7, 8, 5, 8, 14, 8, 7, 12, 10, 14, 5, 12, 5, 12, 6, 8, 8, 6, 10, 12, 4, 11, 10, 10, 11, 1, 10, 7, 1, 13, 15, 13, 10, 14, 10, 9, 1, 1, 2, 4, 3, 2, 3, 3, 4, 4, 2, 4, 3, 3, 1, 3, 3, 1, 4, 3, 4, 1, 1, 1, 4, 4, 2, 1, 4, 2, 2, 1, 1, 4, 1, 3, 2, 2, 2, 3, 4, 1, 1, 2, 2, 1, 4, 4, 3, 4, 3, 3, 2, 1, 3, 4, 1, 2, 3, 3, 3, 4, 2, 3, 2, 1, 1, 3, 1, 1, 3, 2, 2, 2, 1, 1, 1, 4, 2, 2, 4, 1, 3, 4, 1, 3, 3, 4, 1, 1, 3, 3, 1, 1, 4, 2, 2, 1, 3, 1, 3, 3, 4, 3, 4, 2, 3, 1, 2, 2, 1, 2, 2, 1, 2, 2, 4, 1, 2, 1, 3, 4, 3, 1, 1, 3, 3, 1, 4, 1, 3, 1, 1, 1, 2, 3, 3, 2, 2, 1, 2, 3, 3, 4, 1, 4, 3, 4, 2, 1, 2, 4, 3, 3, 1, 1, 1, 2, 1, 2, 3, 4, 4, 2, 4, 2, 2, 3, 2, 3, 3, 2, 2, 2, 3, 2, 3, 4, 2, 1, 3, 3, 1, 3, 2, 1, 3, 1, 1, 3, 2, 3, 4, 3, 2, 4, 3, 1, 4, 2, 4, 1, 1, 2, 2, 2, 2, 2, 4, 1, 3, 1, 2, 4, 3, 3, 2, 2, 4, 3, 2, 1, 4, 2, 2, 4, 2, 1, 3, 2, 4, 2, 2, 4, 3, 4, 4, 1, 1, 3, 4, 4, 3, 2, 2, 2, 3, 2, 2, 3, 1, 3, 1, 3, 4, 3, 3, 3, 4, 3, 1, 4, 2, 4, 1, 2, 1, 4, 2, 4, 2, 4, 4, 2, 2, 1, 4, 3, 4, 4, 1, 3, 3, 1, 1, 1, 4, 4, 2, 3, 4, 3, 1, 2, 2, 1, 1, 2, 1, 3, 1, 1, 2, 1, 2, 3, 4, 3, 1, 4, 3, 2, 4, 4, 3, 2, 3, 2, 1, 1, 2, 1, 3, 2, 4, 4, 3, 3, 3, 3, 4, 1, 1, 3, 2, 2, 2, 1, 1, 1, 4, 2, 3, 1, 2, 2, 3, 1, 1, 1, 3, 1, 3, 2, 2, 1, 3, 3, 3, 3, 1, 3, 4, 2, 3, 3, 1, 2, 4, 3, 3, 2, 4, 4, 4, 4, 4, 1, 3, 2, 1, 1, 1, 2, 3, 1, 2, 3, 1, 3, 4, 3, 3, 4, 3, 1, 2, 1, 3, 3, 3, 1, 4, 4, 4, 1, 1, 1, 1, 1, 4, 2, 4, 2, 3, 4, 4, 1, 1, 1, 1, 3, 4, 3, 1, 1, 3, 1, 1, 2, 1, 2, 3, 4, 2, 4, 1, 1, 1, 2, 4, 3, 1, 2, 3, 1, 1, 2, 2, 1, 4, 1, 2, 2, 2, 4, 3, 4, 2, 4, 1, 4, 1, 4, 1, 4, 3, 1, 1, 4, 4, 1, 4, 2, 4, 3, 1, 3, 3, 2, 2, 3, 1, 3, 4, 1, 1, 4, 1, 2, 1, 1, 1, 1, 3, 3, 3, 2, 4, 4, 2, 1, 2, 1, 1, 2, 1, 3, 3, 3, 3, 2, 3, 1, 2, 2, 3, 4, 4, 3, 3, 1, 1, 3, 3, 4, 3, 4, 3, 1, 4, 4, 4, 3, 2, 4, 1, 3, 4, 3, 2, 2, 3, 3, 3, 4, 3, 1, 2, 4, 4, 2, 2, 1, 1, 1, 4, 1, 1, 1, 3, 3, 4, 2, 1, 3, 3, 4, 2, 1, 3, 4, 4, 3, 4, 2, 4, 2, 2, 3, 2, 2, 1, 2, 3, 2, 3, 2, 2, 1, 4, 4, 3, 2, 4, 3, 3, 2, 4, 3, 4, 2, 3, 3, 1, 4, 1, 1, 3, 1, 3, 4, 1, 4, 1, 4, 2, 1, 2, 1, 1, 1, 3, 1, 1, 3, 1, 3, 3, 1, 2, 2, 1, 1, 4, 1, 2, 4, 4, 3, 2, 1, 1, 4, 1, 4, 3, 4, 1, 4, 1, 1, 1, 2, 3, 4, 1, 1, 2, 3, 2, 1, 3, 3, 1, 4, 3, 3, 3, 4, 2, 1, 2, 2, 4, 2, 1, 1, 4, 3, 1, 4, 4, 2, 4, 3, 2, 1, 1, 1, 2, 1, 1, 3, 3, 3, 3, 1, 1, 4, 2, 1, 2, 1, 1, 3, 3, 3, 3, 1, 3, 3, 2, 2, 4, 2, 2, 2, 2, 1, 4, 3, 3, 3, 3, 13, 4, 13, 9, 15, 9, 10, 13, 3, 14, 13, 2, 15, 9, 2, 11, 9, 9, 5, 9, 4, 12, 14, 15, 2, 3, 14, 12, 3, 4, 5, 9, 10, 4, 11, 10, 11, 3, 13, 11, 15, 9, 15, 4, 1, 10, 11, 12, 8, 2, 4, 4, 9, 7, 1, 5, 1, 13, 1, 11, 3, 9, 14, 5, 13, 13, 8, 1, 3, 9, 11, 15, 15, 8, 2, 15, 10, 8, 2, 4, 12, 11, 13, 11, 12, 1, 10, 11, 15, 13, 2, 6, 7, 14, 15, 3, 15, 9, 12, 5, 12, 5, 12, 4, 12, 11, 11, 3, 7, 14, 10, 8, 4, 8, 11, 10, 14, 15, 3, 6, 4, 6, 8, 11, 15, 13, 5, 13, 2, 11, 4, 4, 13, 6, 4, 7, 13, 15, 12, 3, 5, 14, 7, 9, 11, 7, 15, 4, 2, 1, 2, 15, 10, 15, 14, 4, 10, 3, 13, 7, 6, 4, 10, 1, 8, 12, 14, 2, 3, 1, 9, 4, 10, 14, 3, 4, 10, 5, 5, 14, 9, 9, 3, 14, 2, 15, 5, 3, 4, 14, 13, 15, 2, 13, 13, 11, 4, 3, 6, 11, 11, 12, 11, 8, 5, 5, 2, 13, 14, 14, 5, 12, 13, 2, 10, 3, 11, 1, 8, 13, 13, 7, 5, 14, 4, 7, 11, 4, 11, 8, 3, 5, 13, 11, 5, 4, 11, 8, 7, 13, 7, 11, 11, 6, 15, 14, 2, 8, 14, 12, 13, 9, 3, 4, 9, 10, 11, 14, 1, 6, 7, 2, 1, 4, 6, 7, 14, 2, 11, 7, 2, 11, 2, 9, 10, 3, 3, 12, 8, 5, 11, 7, 3, 8, 9, 3, 5, 9, 3, 7, 5, 4, 4, 8, 6, 11, 8, 1, 6, 10, 8, 4, 10, 3, 10, 6, 12, 15, 9, 6, 14, 8, 2, 11, 14, 5, 10, 14, 9, 12, 8, 13, 9, 7, 9, 10, 8, 7, 8, 12, 14, 9, 8, 7, 12, 5, 3, 1, 7, 9, 6, 2, 6, 15, 15, 8, 10, 5, 8, 12, 8, 7, 12, 10, 11, 14, 1, 11, 7, 10, 6, 9, 13, 13, 8, 5, 4, 14, 9, 5, 13, 14, 13, 8, 5, 6, 4, 3, 5, 14, 8, 12, 12, 15, 9, 10, 1, 10, 13, 2, 2, 8, 5, 1, 13, 3, 15, 9]",9094,7414,7414,0.9861763190294249,0.27450980392156865,7414.0,210,15,300,paper,LM_v3,1,0.6290322580645161,0.6447916666666667,0.6287420616562224,"{'kernel': 'linear', 'C': 0.1}",0.532258064516129,0.515625,0.5244271471800983,"{'max_depth': 3, 'min_samples_split': 2}"
