Fold,Cutpoints,SVM_Test_Accuracy,CART_Test_Accuracy
1,118,0.9764705882352941,0.9393665158371041
2,137,0.9936651583710407,0.9755656108597285
3,134,0.9963768115942029,0.9664855072463768
4,123,0.9954627949183303,0.9664246823956443
5,140,0.9945454545454545,0.9645454545454546
6,145,0.9981751824817519,0.958941605839416
7,146,0.9972602739726028,0.9561643835616438
8,131,0.9963470319634703,0.9643835616438357
9,108,0.993607305936073,0.9698630136986301
10,153,0.9972602739726028,0.9689497716894977
