Fold,Cutpoints,SVM_Test_Accuracy,CART_Test_Accuracy
1,31,0.6808510638297872,0.6808510638297872
2,49,0.723404255319149,0.723404255319149
3,41,0.717391304347826,0.6956521739130435
4,41,0.5869565217391305,0.6086956521739131
5,52,0.7391304347826086,0.6956521739130435
6,58,0.717391304347826,0.6086956521739131
7,68,0.6739130434782609,0.7391304347826086
8,76,0.6956521739130435,0.6521739130434783
9,51,0.717391304347826,0.7391304347826086
10,59,0.6521739130434783,0.717391304347826
