Fold,Cutpoints,SVM_Test_Accuracy,CART_Test_Accuracy
1,17,0.7954545454545454,0.8068181818181818
2,28,0.7702702702702703,0.7837837837837838
3,21,0.7567567567567568,0.7972972972972973
4,29,0.7567567567567568,0.7972972972972973
5,32,0.7702702702702703,0.7702702702702703
6,20,0.6891891891891891,0.7297297297297297
7,19,0.7534246575342466,0.7945205479452054
8,17,0.7808219178082192,0.8082191780821918
9,21,0.7916666666666666,0.75
10,20,0.7777777777777778,0.8333333333333334
