Fold,Cutpoints,SVM_Test_Accuracy,CART_Test_Accuracy
1,28,1.0,1.0
2,25,1.0,1.0
3,31,1.0,1.0
4,22,1.0,1.0
5,29,1.0,1.0
6,25,0.9333333333333333,0.9333333333333333
7,21,0.8666666666666667,0.9333333333333333
8,28,0.8666666666666667,0.8666666666666667
9,14,1.0,0.9333333333333333
10,23,0.9333333333333333,0.9333333333333333
