Fold,Cutpoints,SVM_Test_Accuracy,CART_Test_Accuracy
1,22,0.5369127516778524,0.5369127516778524
2,15,0.5675675675675675,0.5337837837837838
3,33,0.5405405405405406,0.5405405405405406
4,46,0.5578231292517006,0.54421768707483
5,44,0.5306122448979592,0.5714285714285714
6,32,0.5918367346938775,0.5578231292517006
7,37,0.46258503401360546,0.5034013605442177
8,52,0.5850340136054422,0.5714285714285714
9,50,0.5510204081632653,0.5306122448979592
10,65,0.5342465753424658,0.5342465753424658
