Fold,Cutpoints,SVM_Test_Accuracy,CART_Test_Accuracy
1,62,0.8373382624768947,0.8502772643253235
2,44,0.8539741219963032,0.8835489833641405
3,48,0.8243992606284658,0.8465804066543438
4,40,0.8595194085027726,0.8632162661737524
5,38,0.8632162661737524,0.8835489833641405
6,49,0.8465804066543438,0.8502772643253235
7,34,0.8518518518518519,0.8611111111111112
8,40,0.8481481481481481,0.8537037037037037
9,40,0.8385899814471243,0.8460111317254174
10,38,0.8460111317254174,0.8534322820037106
