Fold,Cutpoints,SVM_Test_Accuracy,CART_Test_Accuracy
1,42,0.7714285714285715,0.6285714285714286
2,24,0.6571428571428571,0.6
3,31,0.6285714285714286,0.6285714285714286
4,47,0.6571428571428571,0.6285714285714286
5,34,0.6,0.5714285714285714
6,21,0.6176470588235294,0.6176470588235294
7,51,0.7058823529411765,0.6764705882352942
8,41,0.6764705882352942,0.6470588235294118
9,37,0.7058823529411765,0.5294117647058824
10,43,0.7058823529411765,0.5588235294117647
