Fold,Cutpoints,SVM_Test_Accuracy,CART_Test_Accuracy
1,42,0.9682539682539683,0.7936507936507936
2,17,0.7777777777777778,0.7142857142857143
3,21,0.9365079365079365,0.7777777777777778
4,20,0.8888888888888888,0.8095238095238095
5,42,0.9365079365079365,0.8253968253968254
6,24,0.8095238095238095,0.7936507936507936
7,42,1.0,0.8253968253968254
8,25,0.873015873015873,0.8095238095238095
9,32,0.9836065573770492,0.8032786885245902
10,22,0.8833333333333333,0.7833333333333333
