Fold,Cutpoints,SVM_Test_Accuracy,CART_Test_Accuracy
1,91,0.7878787878787878,0.7272727272727273
2,82,0.797979797979798,0.8383838383838383
3,91,0.8181818181818182,0.8080808080808081
4,72,0.8888888888888888,0.8686868686868687
5,85,0.8787878787878788,0.797979797979798
6,77,0.797979797979798,0.7070707070707071
7,77,0.8080808080808081,0.797979797979798
8,94,0.8484848484848485,0.8585858585858586
9,91,0.8484848484848485,0.7373737373737373
10,84,0.8282828282828283,0.8585858585858586
