Fold,Cutpoints,SVM_Test_Accuracy,CART_Test_Accuracy
1,291,0.8931888544891641,0.848297213622291
2,315,0.9086687306501547,0.8529411764705882
3,294,0.9040247678018576,0.8653250773993808
4,287,0.9145962732919255,0.84472049689441
5,299,0.8944099378881988,0.8586956521739131
6,300,0.9192546583850931,0.8695652173913043
7,283,0.9206842923794712,0.8724727838258165
8,294,0.9065420560747663,0.8660436137071651
9,303,0.9203125,0.88125
10,310,0.909375,0.865625
