Fold,Cutpoints,SVM_Test_Accuracy,CART_Test_Accuracy
1,7,0.4117647058823529,0.47058823529411764
2,13,0.625,0.625
3,11,0.7333333333333333,0.7333333333333333
4,7,0.4666666666666667,0.6
5,7,0.5333333333333333,0.7333333333333333
6,7,0.6,0.5333333333333333
7,18,0.3333333333333333,0.4666666666666667
8,12,0.5333333333333333,0.4666666666666667
9,8,0.5333333333333333,0.4666666666666667
10,9,0.5384615384615384,0.7692307692307693
