Fold,Cutpoints,SVM_Test_Accuracy,CART_Test_Accuracy
1,95,0.6976744186046512,0.686046511627907
2,98,0.6744186046511628,0.6744186046511628
3,88,0.7058823529411765,0.6823529411764706
4,122,0.8117647058823529,0.7764705882352941
5,144,0.7294117647058823,0.7411764705882353
6,105,0.7647058823529411,0.6352941176470588
7,107,0.7058823529411765,0.6705882352941176
8,118,0.6904761904761905,0.6904761904761905
9,147,0.7831325301204819,0.6746987951807228
10,148,0.7560975609756098,0.7560975609756098
