Fold,Cutpoints,SVM_Test_Accuracy,CART_Test_Accuracy
1,102,0.9473684210526315,0.8421052631578947
2,88,0.9444444444444444,0.8888888888888888
3,72,0.9444444444444444,1.0
4,70,0.9444444444444444,0.9444444444444444
5,84,0.8888888888888888,0.8888888888888888
6,85,1.0,0.8888888888888888
7,66,1.0,0.9444444444444444
8,73,0.9444444444444444,0.8888888888888888
9,86,1.0,0.8823529411764706
10,58,0.9375,0.875
